ID;NOMBRE DEL CASO;INSTRUMENTO NORMATIVO;TIPO DE COMPROMISO;DESCRIPCIÓN DEL COMPROMISO;UNIDAD TERRITORIAL;REGIÓN;PROVINCIA;DISTRITO(S);ESTADO ACTUAL DEL COMPROMISO;RESPONSABLE;NIVEL DE GOBIERNO RESPONSABLE FINAL;LONGITUD;LATITUD
294;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;PIP;GESTIÓN DEL FINANCIAMIENTO DE LA ACTIVIDAD DE INTERVENCIÓN INMEDIATA REFERENTE AL MANTENIMIENTO Y ACONDICIONAMIENTO DE LA TROCHA CARROZABLE EN EL SECTOR SORA DE LA COMUNIDAD CAMPESINA DE MAMANOCCA;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;PICHIGUA;ABIERTO - EN PROCESO;MUNICIPALIDADES DE LA PROVINCIA DE LA LIBERTAD;GOBIERNO NACIONAL;-71.4064;-14.6781
295;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;PIP;ASISTENCIA TÉCNICA Y EVALUACIÓN PRIORITARIA DEL PROYECTO DE CUI 2626502;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;PICHIGUA;ABIERTO - EN PROCESO;MINSA;GOBIERNO NACIONAL;-71.4064;-14.6781
296;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;PIP;ASISTENCIA TÉCNICA Y EVALUACIÓN PRIORITARIA DEL PROYECTO DE CUI 2680692;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;ESPINAR;ABIERTO - EN PROCESO;GORE LA LIBERTAD;GOBIERNO NACIONAL;-71.4133;-14.7931
297;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;PIP;FORMULACIÓN Y EJECUCIÓN DEL PROYECTO DE CUI 2332394;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;SUYCKUTAMBO;ABIERTO - EN PROCESO;GORE LA LIBERTAD;GOBIERNO NACIONAL;-71.6433;-15.0086
298;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;PIP;FORMULACIÓN Y EJECUCIÓN DEL PROYECTO DE REFERENTE A LA CREACIÓN DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS RURALES EN 5 UNIDADES PRODUCTORAS EN 5 DISTRITOS DE LA PROVINCIA DE ESPINAR;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;VARIOS;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-71.4058;-14.7879
299;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;REALIZAR REUNIONES DE ARTICULACIÓN INTERSECTORIAL CON LOS SECTORES COMPETENTES (MINSA, MIDIS, MIMP Y OTROS ) PARA IDENTIFICAR Y PRIORIZAR EL ACCESO A LOS PROGRAMAS SOCIALES DE LA POBLACIÓN AFECTADA EN EL CONTEXTO DE CONFLICTOS SOCIO AMBIENTALES Y AFECTADOS POR METALES PESADOS Y OTRAS SUSTANCIAS TÓXICAS.;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MUNICIPALIDAD PROVINCIAL DE TRUJILLO;GOBIERNO NACIONAL;-71.4058;-14.7879
300;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;REALIZAR EL EMPADRONAMIENTO DE POBLACIÓN DE TERRITORIOS AFECTADOS POR LA ACTIVIDAD MINERA DE LA PROVINCIA DE ESPINAR QUE NO HAN SIDO RECONOCIDOS POR ENTIDADES ESTATALES, COMUNIDADES Y EMPRESA MINERA;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MUNICIPALIDAD DISTRITAL DE SALAVERRY;GOBIERNO LOCAL;-71.4058;-14.7879
301;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;REALIZAR LA ACTUALIZACIÓN E INTEGRACIÓN DE LOS PADRONES EXISTENTES DE LAS PERSONAS AFECTADAS CON METALES PESADOS DE LA PROVINCIA DE ESPINAR;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;CUNARC;GOBIERNO LOCAL;-71.4058;-14.7879
302;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;CAPACITAR A FUNCIONARIOS LOCALES, OPERADORES DE JUSTICIA Y LA POBLACIÓN DE ESPINAR SOBRE EL OBJETO, FUNCIONES, ACTORES VINCULADOS Y ACTIVIDADES CONTEMPLADAS DEL MECANISMO.;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MINEDU;GOBIERNO NACIONAL;-71.4058;-14.7879
303;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;INFORMAR LAS ACCIONES DE SUPERVISIÓN SOBRE LA PRESTACIÓN DEL SERVICIO DE DEFENSA PÚBLICA EN LA PROVINCIA DE ESPINAR, EN CONTEXTOS DE CONFLICTOS SOCIALES, CON EL PROPÓSITO DE ASEGURAR ESTÁNDARES DE CALIDAD Y COBERTURA DEL SERVICIO.;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;GORE LAMBAYEQUE;GOBIERNO NACIONAL;-71.4058;-14.7879
304;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;"IMPLEMENTAR JORNADA DE CAPACITACIÓN SOBRE INSTRUMENTOS, PROTOCOLOS Y NORMATIVIDAD SOBRE LA PROTECCIÓN DE PERSONAS DEFENSORAS DE DERECHOS HUMANOS. 
EL  PROTOCOLO ACTUACION FISCAL PARA LA PREVENCION E INVESTIGACION DE LOS DELITOS EN AGRAVIO DE PERSONAS DEFENSORAS E DERECHOS HUMANOS.";UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;PCM;GOBIERNO NACIONAL;-71.4058;-14.7879
305;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;IDENTIFICAR Y SISTEMATIZAR CASOS ATENDIDOS POR LA DEFENSA PÚBLICA RELACIONADOS CON LOS CONFLICTOS SOCIALES EN LA PROVINCIA DE ESPINAR;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MD DE LA BREA;GOBIERNO NACIONAL;-71.4058;-14.7879
306;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;REALIZAR JORNADAS DE ORIENTACIÓN LEGAL DIRIGIDAS A ORGANIZACIONES SOCIALES Y CIUDADANIA SOBRE EL ACCESO A LOS SERVICIOS DE DEFENSA PÚBLICA Y MECANISMOS DE PROTECCIÓN DE DERECHOS;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MD DE LA BREA;GOBIERNO NACIONAL;-71.4058;-14.7879
307;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;"REALIZAR TALLERES PARA EL FORTALECIMIENTO DE CAPACIDADES EN CONDUCTA EMPRESARIAL RESPONSABLE Y POLITICAS PÚBLICAS SOBRE EMPRESAS Y DERECHOS HUMANOS DIRIGIDO A FUNCIONARIOS, SERVIDORES Y PUBLICO EN GENERAL.
";UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MD DE LA BREA;GOBIERNO NACIONAL;-71.4058;-14.7879
308;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;SOLICITAR INFORMACIÓN A LA EMPRESA MINERA ANTAPACCAY RESPECTO A LA IMPLEMENTACIÓN DE POLÍTICAS Y PROCESOS DE DEBIDA DILIGENCIA EMPRESARIAL EN MATERIA DE DERECHOS HUMANOS, EN EL MARCO DE LOS PRINCIPIOS RECTORES SOBRE EMPRESAS Y DERECHOS HUMANOS.;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MD DE LA BREA;GOBIERNO NACIONAL;-71.4058;-14.7879
309;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;PIP;ASISTENCIA TÉCNICA Y EVALUACIÓN PRIORITARIA DEL PROYECTO DE CUI 2590285;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;VARIOS;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-71.4058;-14.7879
310;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;"IMPULSAR Y ARTICULAR LA ATENCIÓN MULTISECTORIAL INTEGRAL ESPECIALIZADA EN SALUD A LA POBLACIÓN EXPUESTA Y AFECTADA POR METALES PESADOS EN LA PROVINCIA DE ESPINAR, ACORDE A LO DISPUESTO EN LA LEY N 31189, LEY PARA FORTALECER LA PREVENCIÓN, MITIGACIÓN Y ATENCIÓN DE LA SALUD AFECTADA POR LA CONTAMINACIÓN CON METALES PESADOS Y OTRAS SUSTANCIAS QUÍMICAS; Y, EL DECRETO SUPREMO N 037-2021-MINAM, DS QUE APRUEBA EL PLAN ESPECIAL MULTISECTORIAL PARA LA INTERVENCIÓN INTEGRAL A FAVOR DE LA POBLACIÓN EXPUESTA A METALES PESADOS, METALOIDES Y OTRAS SUSTANCIAS QUÍMICAS TÓXICAS. ";UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-71.4058;-14.7879
311;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;IMPULSAR LA ELABORACIÓN DE UN PLAN INTEGRAL VIAL Y DE CONECTIVIDAD QUE INCLUYAN ESTRATEGIAS CONCRETAS PARA ASEGURAR EL CORRECTO TRANSPORTE DE PERSONAS, CARGA PESADA, CARGA DE MINERALES Y MERCADERÍA.;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;PCM;GOBIERNO NACIONAL;-71.4058;-14.7879
312;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;IMPULSAR Y ARTICULAR LA ATENCIÓN MULTISECTORIAL DEL ESTADO, PARA QUE LA EJECUCIÓN DE LAS ACTIVIDADES MINERAS SE REALICE GARANTIZANDO EL CUIDADO DEL AMBIENTE Y DE SUS COMPONENTES, TALES COMO EL AGUA, LA FLORA, LA FAUNA Y SALUD ANIMAL, A TRAVÉS DEL CONTROL Y LA FISCALIZACIÓN AMBIENTAL OPORTUNA, PREVENTIVA Y CORRECTIVA, PROMOVIENDO LA REMEDIACIÓN, REDUCCIÓN Y PREVENCIÓN DE IMPACTOS AMBIENTALES RELACIONADOS A LA ACTIVIDAD MINERA EN LA PROVINCIA DE ESPINAR;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MIDIS;GOBIERNO NACIONAL;-71.4058;-14.7879
313;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;REVISAR, PROPONER LA ACTUALIZACIÓN Y CODYUVAR A LA CONCLUSIÓN DEL PROCESO DE REFORMULACIÓN DEL CONVENIO MARCO ENTRE LA COMPAÑÍA MINERA ANTAPACCAY Y LA PROVINCIA DE ESPINAR POR PARTE DE AMBAS PARTES DE COMÚN ACUERDO.;UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;MIDIS;GOBIERNO NACIONAL;-71.4058;-14.7879
314;MESA DE DIÁLOGO DE LA PROVINCIA DE ESPINAR.;RESOLUCIÓN MINISTERIAL N.° 197-2026-PCM;ACTIVIDAD;"REVISAR Y ANALIZAR LA PROPUESTA DE LA SEGUNDA MODIFICACIÓN DEL ESTUDIO DE IMPACTO AMBIENTAL DEL PROYECTO MINERO ANTAPACCAY INTEGRACIÓN COROCCOHUAYCO, PARA PROMOVER UNA ADECUADA COMUNICACIÓN INTERCULTURAL ENTRE EL PODER EJECUTIVO, LA MINERA ANTAPACCAY Y LA PROVINCIA DE ESPINAR; ASÍ COMO, SOCIALIZARLA EN EL ÁREA DE INFLUENCIA DIRECTA Y OTRAS COMUNIDADES, EN EL MARCO DE LA RESPONSABILIDAD SOCIAL AMBIENTAL, RESPETO A LOS DERECHOS HUMANOS Y CUMPLIMIENTO DE LA NORMATIVA VIGENTE.";UT CORREDOR VIAL SUR;CUSCO;ESPINAR;TODOS;ABIERTO - EN PROCESO;GORE LL;GOBIERNO NACIONAL;-71.4058;-14.7879
315;PLANIFICACIÓN PARA EL DESARROLLO DEL DISTRITO DE MARCONA, CUMPLIMIENTO DE COMPROMISOS Y PREVENCIÓN DE CONFLICTOS ANTE EL INICIO DE NUEVOS PROYECTOS;;PIP;RECUPERACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL MARÍA REICHE DE LA RED ASISTENCIAL ICA - ESSALUD, DISTRITO DE MARCONA, PROVINCIA DE NAZCA, DEPARTAMENTO DE ICA;UT NACIONALES;ICA;NASCA;MARCONA;ABIERTO - EN PROCESO;GORE LL;GOBIERNO NACIONAL;-75.1658;-15.3619
316;PLANIFICACIÓN PARA EL DESARROLLO DEL DISTRITO DE MARCONA, CUMPLIMIENTO DE COMPROMISOS Y PREVENCIÓN DE CONFLICTOS ANTE EL INICIO DE NUEVOS PROYECTOS;;PIP;MEJORA DEL DESEMBARCADERO PESQUERO ARTESANAL;UT NACIONALES;ICA;NASCA;MARCONA;ABIERTO - EN PROCESO;MTPE;GOBIERNO NACIONAL;-75.1658;-15.3619
317;PLANIFICACIÓN PARA EL DESARROLLO DEL DISTRITO DE MARCONA, CUMPLIMIENTO DE COMPROMISOS Y PREVENCIÓN DE CONFLICTOS ANTE EL INICIO DE NUEVOS PROYECTOS;;PIP;"CONSTRUCCIÓN DE UN PROGRAMA DE VIVIENDA
DESARROLLAR LOS TRABAJOS TÉCNICOS DEL PLAN DE DESARROLLO URBANO Y PLANO DE DISTRIBUCIÓN DEL CRECIMIENTO CONTINUO, ORDENADO Y SOSTENIBLE HACIA EL SUR, DEL DISTRITO DE MARCONA.";UT NACIONALES;ICA;NASCA;MARCONA;ABIERTO - POR INICIAR;MTPE;GOBIERNO NACIONAL;-75.1658;-15.3619
318;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;PIP;RESPECTO AL HOSPITAL DE OTUZCO, EL REPRESENTANTE DEL GOBIERNO REGIONAL DE LA LIBERTAD INFORMÓ QUE SE ESTÁN REALIZANDO LA SUBSANACIÓN DE OBSERVACIONES AL EXPEDIENTE TÉCNICO Y SE COMPROMETIO A QUE SE ESTARÍA CULMINANDO Y APROBANDO A FINALES DEL MES DE ENERO DE 202;UT NORTE;LA LIBERTAD;OTUZCO;OTUZCO;ABIERTO - EN PROCESO;MP PATAZ - TAYABAMBA;GOBIERNO REGIONAL;-78.5656;-7.90222
319;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;ACTIVIDAD;6. EL PROYECTO DE REGLAMENTO DE PLAN DE CIERRE DE  MINAS SE PRESENTARÁ EL DÍA 17.01.22, ANTES DE SER PUBLICADO EN EL DIARIO OFICIAL EL PERUANO.;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - EN PROCESO;MININTER;GOBIERNO NACIONAL;-79.0299;-8.1159
320;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;ACTIVIDAD;ACUERDO 2: EL MINEM A TRAVÉS DE LA OGGS-MINEM, HARÁ COORDINACIÓN Y SEGUIMIENTO A LAS ACCIONES DE LOS INTEGRANTES DE LA MESA Nº4, CON EL ACOMPAÑAMIENTO DE LAS DIRECCIONES DE LÍNEA;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - EN PROCESO;GORE LL;GOBIERNO NACIONAL;-79.0299;-8.1159
321;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;PIP;RESPECTO AL HOSPITAL LEONCIO PRADO, A CARGO DEL PRONIS, SE INFORMÓ QUE CUENTA CON EXPEDIENTE TÉCNICO APROBADO Y CUENTA CON PRESUPUESTO PARA EL AÑO 202EL GORE LA LIBERTAD SE COMPROMETE A SOLICITAR  A PRONIS LA FECHA DE LA CONVOCATORIA DE LA LICITACIÓN PÚBLICA Y CRONOGRAMA DE EJECUCIÓN DEL PROYECTO.;UT NORTE;LA LIBERTAD;SANCHEZ CARRIÓN;HUAMACHUCO;ABIERTO - EN PROCESO;PCM;GOBIERNO NACIONAL;-78.0467;-7.81111
322;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;PIP;1. RESPECTO AL HOSPITAL TOMAS LAFORA LAFORA, PRONIS TRABAJARÁ UN CRONOGRAMA DE TRABAJO TENTATIVO Y  RETOMARÁ LAS ACCIONES DE COORDINACIÓN CON EL MEF(DEMANDA ADICIONAL 2022) PARA LA ASIGNACIÓN DE RECURSOS PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO.;UT NORTE;LA LIBERTAD;PACASMAYO;GUADALUPE;ABIERTO - EN PROCESO;PCM;GOBIERNO NACIONAL;-79.4703;-7.24361
323;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;PIP;3.RESPECTO AL C.S. JULCÁN, EL PRONIS REVISARÁ EL ESTATUS, CON CARGO A REVISAR LOS DOCUMENTOS DEL PROYECTO, Y DE SER FACTIBLE COORDINARÁ CON LA OGPPM DEL MINSA PARA LA PRIORIZACIÓN Y/O PROGRAMACIÓN DEL ESTUDIO.;UT NORTE;LA LIBERTAD;JULCAN;JULCAN;ABIERTO - EN PROCESO;MINEM;GOBIERNO REGIONAL;-78.4867;-8.0425
324;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;PIP;HOSPITAL DE VIRU, EL GORE SE COMPROMETE A  CONFORMAR SU EQUIPO TÉCNICO DE TRABAJO PARA  LA ABSOLUCIÓN DE OBSERVACIONES Y REALIZAR UNA REUNIÓN DE COORDINACIÓN CON EL EQUIPO TÉCNICO DEL PRONIS, A FIN DE QUE SE EXPONGA LAS OBSERVACIONES  DEL EXPEDIENTE TÉCNICO, LA MISMA QUE SE REALIZARÁ DESPUÉS DEL 15 DE ENERO DE 2022.;UT NORTE;LA LIBERTAD;VIRU;VIRU;ABIERTO - EN PROCESO;MD DE LA BREA;GOBIERNO REGIONAL;-78.7528;-8.41444
325;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;ACTIVIDAD;EL MINEM ACOMPAÑARÁ EL PROCESO DEL ENCARGO ESPECIAL OTORGADO A AMSAC, RESPECTO A LA UNIDAD MINERA QUIRUVILCA, CONFORME A LO ESTIPULADO EN EL CONVENIO DE TRANSFERENCIA SUSCRITO EN MARCO DEL DS N° 020-2022-EM.;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - POR INICIAR;MD DE LA BREA;GOBIERNO NACIONAL;-79.0299;-8.1159
326;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;ACTIVIDAD;LA MUNICIPALIDAD PROVINCIAL DE TRUJILLO Y LA MUNICIPALIDAD DISTRITAL DE SALAVERRY COORDINARÁN UNA REUNIÓN ENTRE PLANDET Y CATASTRO DE LA MUNICIPALIDAD DISTRITAL DE SALAVERRY PARA EL ANÁLISIS DE LOS PLANOS DE ZONIFICACIÓN Y USO DE SUELO, DONDE SE ENCUENTRAN ASENTADAS LAS EMPRESAS CARBONERAS.;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - POR INICIAR;MD DE LA BREA;GOBIERNO LOCAL;-79.0299;-8.1159
327;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;ACTIVIDAD;LA MUNICIPALIDAD DISTRITAL DE SALAVERRY, A TRAVÉS DE LA GERENCIA MUNICIPAL, INFORMARÁ EN LA PRÓXIMA SESIÓN SOBRE EL ESTADO DE LOS PROYECTOS DE PAVIMENTACIÓN EN ÁREAS EXTERNAS Y SOBRE OTROS PUNTOS PENDIENTES ACORDADOS EN REUNIONES ANTERIORES.;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - POR INICIAR;MINEM;GOBIERNO LOCAL;-79.0299;-8.1159
328;DEMANDAS DE LAS RONDAS CAMPESINAS DE LA LIBERTAD RESPECTO A PROBLEMÁTICAS DE LA REGIÓN VINCULADAS A SALUD, CONTAMINACIÓN, ENTRE OTROS;R M Nº 315-2021-PCM;ACTIVIDAD;EL PRESIDENTE DE LA CENTRAL ÚNICA DE RONDAS CAMPESINAS DE LA LIBERTAD Y EL COMITÉ MULTISECTORIAL EN DEFENSA DEL RÍO  MOCHE, REMITIRÁ A LA OGGS DEL MINEM, LA RELACIÓN DE REPRESENTANTES DE ORGANIZACIONES CIVILES DE QUIRUVILCA QUE PARTICIPARÁN EN APOYO AL DESARROLLO DE LOS ESTUDIOS A CARGO DE AMSAC.;UT NORTE;LA LIBERTAD;TRUJILLO;TRUJILLO;ABIERTO - POR INICIAR;MINEM;VARIOS;-79.0299;-8.1159
329;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;LA MUNICIPALIDAD DE REMITIRÁ AL MINEM Y A LA SGSD-PCM LOS DOCUMENTOS SOLICITADOS DE ESTUDIOS A OEFA E INGEMMET PARA QUE SE DETERMINE EL USO DE LA I.E. JOSÉ PARDO Y BARREDA;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - EN PROCESO;MINEM;GOBIERNO LOCAL;-81.3058;-4.65472
330;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;LA MUNICIPALIDAD REMITIRÁ AL MINEM Y A LA SGSD-PCM LOS DOCUMENTOS MEDIANTE EL CUAL SOLICITA EL REQUERIMIENTO DE CENEPRED E INGEMMET EL FINANCIAMIENTO PARA LOS ESTUDIOS GEOLÓGICOS Y DE RIESGOS DE PASIVOS AMBIENTALES EN EL DISTRITO DE LA BREA.;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - POR INICIAR;PCM;GOBIERNO LOCAL;-81.3058;-4.65472
331;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;LA MUNICIPALIDAD DISTRITAL DE LA BREA-NEGRITOS REMITIRÁ AL MINEM Y A LA SGSD-PCM EL PLAN DE TRABAJO DEL SUBGRUPO N° 2 RELACIONADO A LA PROBLEMÁTICA DE LA I.E.  JOSÉ PARDO Y BARREDA;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - EN PROCESO;MINCUL;GOBIERNO LOCAL;-81.3058;-4.65472
332;MESA DE DIÁLOGO PARA  ABORDAR LA PROBLEMÁTICA RELACIONADA A PASIVOS AMBIENTALES EN EL AMBITO DEL DISTRITO DE LA BREA-NEGRITOS, REGIÓN PIURA.;;ACTIVIDAD;LA MUNICIPALIDAD DISTRITAL REMITIRÁ A LA SGSD-PCM LA ACREDITACIÓN DE LAS ORGANIZACIONES SOCIALES DE ACUERDO A LOS LINEAMIENTOS ESTABLECIDOS DE LA MESA DE DIÁLOGO.;UT NORTE;PIURA;PARIÑAS;LA BREA;ABIERTO - EN PROCESO;MTC;GOBIERNO LOCAL;-81.3058;-4.65472
333;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;FORMALIZACIÓN MINERA;UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MINAM;GOBIERNO NACIONAL;-77.2961;-8.275
334;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;"
FISCALIZACIÓN Y SUPERVISIÓN DE LA MINERÍA.";UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;MINEM;GOBIERNO NACIONAL;-77.2961;-8.275
335;MESA DE DESARROLLO INTEGRAL DE PATAZ.;RM  Nº 119-2025-PCM;ACTIVIDAD;"EL EJE N° 2 ESTA ACARGO DE LA SECRETARIA DE DECENTRALIZACION Y CONTIENE: 30 PIPS Y 18 ACTIVIDADES
";UT NORTE;LA LIBERTAD;PATAZ;TAYABAMBA;ABIERTO - EN PROCESO;PCM;GOBIERNO NACIONAL;-77.2961;-8.275
